Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;Place of registration name;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;ERS Exempt indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
GBR;GBR000A21400;;MOD;2019-11-12;2020-12-30;A21400;PW81;JULIE GIRL;PW;Padstow;MJFU9;Y;Y;N;N;;N;;FX;FPO;FPO;LHP;LL;;;8.15;8.15;2.44;0.00;0.00;61.00;0.00;3;1987-09-19;MFL;;;PA;1980-01-01
GBR;GBR000A21401;;MOD;2019-11-05;2020-12-30;A21401;SH84;ATLANTA II;SH;Scarborough;MJAU2;Y;Y;N;N;;N;;FX;FPO;NK;;;;;11.75;11.75;23.34;0.00;0.00;205.00;0.00;1;1987-09-17;MFL;;;PA;1987-01-01
GBR;GBR000A21410;;MOD;2019-02-21;2020-12-30;A21410;AB117;ELINOR ROGET;AB;Aberystwyth;MSFW8;Y;Y;N;N;;N;;FX;FPO;NK;;;;;10.12;9.56;5.80;0.00;0.00;94.00;0.00;1;1988-06-15;MFL;;;PA;1979-01-01
GBR;GBR000A21411;;MOD;2018-09-13;2020-12-30;A21411;BE1;JAN B;BE;Barnstaple;TBA;Y;Y;N;N;;N;;FX;FPO;LHP;NK;;;;7.32;6.98;3.65;0.00;0.00;34.00;0.00;3;1976-06-14;MFL;;;PA;1971-01-01
GBR;GBR000A21412;;MOD;2013-11-05;2020-11-09;A21412;BRD97;JULIA ANN;BRD;Broadford;;N;Y;N;N;;N;;FX;FPO;NK;;;;;9.08;9.08;7.71;0.00;0.00;108.00;0.00;1;1973-01-23;MFL;;;PA;1973-01-01
GBR;GBR000A21417;;MOD;2007-02-07;2020-12-30;A21417;PW104;SHARICMAR;PW;Padstow;MSUK2;Y;Y;N;;;;;FX;FPO;NO;;;;;7.68;0.00;5.87;0.00;0.00;221.00;0.00;3;1989-01-01;MFL;;;;1988-01-01
GBR;GBR000A21445;;MOD;2020-06-03;2020-12-30;A21445;UL142;TWO SISTERS;UL;Ullapool;;N;Y;N;N;;N;;FX;GN;NK;;;;;9.05;8.37;4.62;0.00;0.00;94.00;0.00;3;1988-04-07;MFL;;;PA;1983-01-01
GBR;GBR000A21448;;MOD;2018-09-03;2020-11-04;A21448;PW159;ELIZABETH SHAUN;PW;Padstow;;N;Y;N;N;;N;;FX;FPO;FPO;LL;DRB;;;8.38;8.38;3.17;0.00;0.00;54.00;0.00;1;1975-10-04;MFL;;;PA;1971-01-01
GBR;GBR000A21460;;MOD;2019-02-13;2020-11-16;A21460;OB30;CORA LI;OB;Oban;2DBO5;Y;Y;N;N;;N;;FX;FPO;NK;;;;;8.13;7.77;3.45;0.00;0.00;68.00;0.00;3;1976-07-18;MFL;;;PA;1977-01-01
GBR;GBR000A21467;;MOD;2014-11-18;2020-12-30;A21467;OB201;KINLOCH;OB;Oban;;N;Y;N;;;;;FX;DRB;NO;;;;;9.98;0.00;9.64;0.00;0.00;128.26;0.00;1;1989-01-01;MFL;;;;1982-01-01
GBR;GBR000A21477;;MOD;2017-04-05;2020-08-27;A21477;PW228;MA VIE;PW;Padstow;;N;Y;N;N;;N;;FX;FPO;NK;;;;;8.74;8.04;4.78;0.00;0.00;91.00;0.00;1;1978-01-25;MFL;;;PA;1977-01-01
GBR;GBR000A21482;;MOD;2014-06-12;2020-12-30;A21482;PW240;DILIGENCE;PW;Padstow;2KAC;Y;Y;N;N;;N;;FX;LHP;;;;;;8.65;8.65;3.83;0.00;0.00;86.00;0.00;1;1980-04-25;MFL;;;PA;1975-01-01
GBR;GBR000A21483;;MOD;2017-07-19;2020-11-16;A21483;PW242;OUR WINNIE;PW;Padstow;;N;Y;N;N;;N;;FX;GN;LL;FPO;LHP;;;3.96;3.96;0.36;0.00;0.00;1.00;0.00;1;1965-06-23;MFL;;;PA;1965-01-01
GBR;GBR000A21486;;MOD;2015-12-14;2020-12-30;A21486;ML1;GIRL ANNE;ML;Methil;;N;Y;N;;;;;FX;FPO;NO;;;;;7.70;0.00;2.10;0.00;0.00;28.50;0.00;1;1989-01-01;MFL;;;;1931-01-01
GBR;GBR000A21491;;MOD;2017-09-04;2020-12-30;A21491;CY27;TRERYN CASTLE;CY;Castlebay;;N;Y;N;;;;;FX;FPO;NO;;;;;8.72;0.00;5.06;0.00;0.00;59.00;0.00;1;1989-01-01;MFL;;;;1978-01-01
GBR;GBR000A21497;;MOD;2020-01-31;2020-12-30;A21497;PW95;OCEAN BELLE;PW;Padstow;MGHO6;Y;Y;N;N;;N;;FX;FPO;NK;GN;LHP;;;6.30;6.30;3.12;0.00;0.00;33.80;0.00;3;1982-08-23;MFL;;;PA;1981-01-01
GBR;GBR000A21513;;MOD;2019-12-27;2020-12-30;A21513;PW333;HANNAH JACK;PW;Padstow;MSLU2;Y;Y;N;N;;N;;FX;GN;LL;FPO;OTB;;;8.00;8.00;6.33;0.00;0.00;63.00;0.00;3;1987-02-25;MFL;;;PA;1982-01-01
GBR;GBR000A21525;;MOD;2015-10-05;2020-12-30;A21525;PW362;CHARLOTTA;PW;Padstow;2ZAH;Y;Y;N;;;;;FX;DRB;GNS;;;;;7.98;0.00;3.87;0.00;0.00;63.00;0.00;3;1989-01-01;MFL;;;;1979-01-01
GBR;GBR000A21531;;MOD;2017-06-29;2020-12-21;A21531;KY50;WESTHAVEN IV;KY;Kirkcaldy;;N;Y;N;N;;N;;FX;FPO;NK;;;;;8.41;8.41;4.00;0.00;0.00;59.00;0.00;3;1982-12-07;MFL;;;PA;1981-01-01
GBR;GBR000A21532;;MOD;2018-07-06;2020-10-15;A21532;CY17;KIRSTY LOUISE;CY;Castlebay;;N;Y;N;N;;N;;FX;FPO;NK;;;;;9.75;9.05;4.80;0.00;0.00;100.67;0.00;3;1983-05-28;MFL;;;PA;1974-01-01
GBR;GBR000A21534;;MOD;2018-05-04;2020-11-02;A21534;R480;BOY JOSHUA;R;Ramsgate;;N;Y;N;N;;N;;FX;FPO;FPO;DRB;OTB;;;9.96;9.96;14.47;0.00;0.00;111.00;0.00;3;1983-02-15;MFL;;;PA;1982-01-01
GBR;GBR000A21542;;MOD;2015-11-18;2020-12-22;A21542;PZ6;GIRL PAMELA;PZ;Penzance;MJON;Y;Y;N;N;;N;;FX;FPO;FPO;NK;;;;11.48;9.93;17.04;0.00;0.00;94.00;0.00;5;1988-06-06;MFL;;;PA;1988-01-01
GBR;GBR000A21550;;MOD;2015-08-24;2020-09-01;A21550;PZ20;JENNY;PZ;Penzance;2VTA;Y;Y;N;N;;N;;FX;LHP;GN;NK;FPO;;;4.69;4.69;0.78;0.00;0.00;8.00;0.00;3;1980-07-08;MFL;;;PA;1980-01-01
GBR;GBR000A21565;;MOD;2020-02-05;2020-11-04;A21565;PZ40;GEMMA;PZ;Penzance;2FG13;Y;Y;N;N;;N;;FX;FPO;LHP;FPO;LL;;;6.54;6.54;2.80;0.00;0.00;27.60;0.00;3;1988-08-31;MFL;;;PA;1979-01-01
GBR;GBR000A21567;;MOD;2016-11-08;2020-11-12;A21567;M43;DAISY MAE;M;Milford Haven;;N;Y;N;N;;N;;FX;FPO;NK;GN;;;;5.85;5.85;2.02;0.00;0.00;14.00;0.00;3;1981-06-10;MFL;;;PA;1981-01-01
GBR;GBR000A21569;8883551;MOD;2020-07-31;2020-12-22;A21569;PZ1001;RESURGAM;PZ;Penzance;GYED;Y;Y;Y;Y;;N;232005700;TU;TBB;SSC;OTM;OTB;;;26.22;23.22;134.00;0.00;0.00;447.00;0.00;2;1987-04-01;MFL;;;PA;1969-01-01
GBR;GBR000A21585;;MOD;2012-10-24;2020-12-30;A21585;PZ75;WILLIAM HARVEY;PZ;Penzance;MZPP;Y;Y;N;;;;;FX;FPO;NO;;;;;12.64;0.00;20.71;0.00;0.00;97.00;0.00;1;1989-01-01;MFL;;;;1958-01-01
GBR;GBR000A21587;7010999;MOD;2020-07-31;2020-12-22;A21587;PZ78;JAMES R.H. STEVENSON;PZ;Penzance;MASV6;Y;Y;Y;Y;;N;232005840;TU;TBB;OTM;SSC;OTB;;;29.80;26.78;153.00;0.00;0.00;608.00;0.00;2;1987-10-30;MFL;;;PA;1969-01-01
GBR;GBR000A21591;;MOD;2015-12-07;2020-12-08;A21591;PZ84;PEN KERNOW;PZ;Penzance;;N;Y;N;N;;N;;FX;FPO;GN;LHP;LL;;;4.54;4.54;0.59;0.00;0.00;7.00;0.00;3;1975-03-25;MFL;;;PA;1973-01-01
GBR;GBR000A21592;;MOD;2018-04-19;2020-10-12;A21592;PZ85;GIRL KIM;PZ;Penzance;2CDP7;Y;Y;N;N;;N;;FX;LHP;NK;;;;;6.03;5.91;1.64;0.00;0.00;14.92;0.00;1;1988-06-06;MFL;;;PA;1968-01-01
GBR;GBR000A21593;7729382;MOD;2020-07-31;2020-12-07;A21593;FR333;CAMM DEFIANCE;FR;Fraserburgh;2TBQ;Y;Y;Y;Y;;N;235009100;DB;DRB;NK;;;;;25.50;23.91;160.00;0.00;0.00;615.00;0.00;2;1978-10-07;MFL;;;PA;1978-01-01
GBR;GBR000A21595;;MOD;2015-12-16;2020-12-09;A21595;PZ91;CLAIR;PZ;Penzance;;N;Y;N;N;;N;;FX;LHP;LHP;FPO;LL;;;4.33;4.33;0.64;0.00;0.00;7.00;0.00;3;1969-02-03;MFL;;;PA;1969-01-01
GBR;GBR000A21614;;MOD;2017-12-18;2020-11-16;A21614;PZ125;PATRICE;PZ;Penzance;2GGA5;Y;Y;N;N;;N;;FX;LHP;FPO;LL;LHP;;;8.00;7.38;4.11;0.00;0.00;41.00;0.00;3;1988-01-28;MFL;;;PA;1988-01-01
GBR;GBR000A21621;7010353;MOD;2020-07-31;2020-11-18;A21621;PZ137;TWILIGHT III;PZ;Penzance;MHDS4;Y;Y;Y;Y;;N;232005780;TU;TBB;SSC;OTM;OTB;;;29.10;26.70;141.00;0.00;0.00;597.00;0.00;2;1988-01-11;MFL;;;PA;1969-01-01
GBR;GBR000A21626;;MOD;2011-12-29;2020-12-30;A21626;PZ146;ANNA CATHERINE;PZ;Penzance;;N;Y;N;;;;;FX;FPO;NO;;;;;4.44;0.00;0.67;0.00;0.00;5.00;0.00;3;1989-01-01;MFL;;;;1978-01-01
GBR;GBR000A21639;;MOD;2017-06-02;2020-12-30;A21639;PZ166;VENTURE;PZ;Penzance;;N;N;N;;;;;FX;LHP;LHP;;;;;5.49;0.00;1.34;0.00;0.00;7.00;0.00;1;1989-01-01;MFL;;;;1946-01-01
GBR;GBR000A21657;8136192;MOD;2020-07-31;2020-12-22;A21657;PZ193;TREVESSA IV;PZ;Penzance;MGQN8;Y;Y;Y;Y;;N;232005890;TU;TBB;SSC;OTB;OTM;;;26.15;23.14;135.00;0.00;0.00;634.00;0.00;2;1986-05-17;MFL;;;PA;1969-01-01
GBR;GBR000A21662;8662165;MOD;2020-07-31;2020-11-04;A21662;PZ198;AALTJE ADRIAANTJE;PZ;Penzance;2PRB;Y;Y;Y;Y;;N;232005800;TU;TBB;OTM;SSC;OTB;;;28.60;25.05;125.00;0.00;0.00;493.00;0.00;2;1977-10-30;MFL;;;PA;1967-01-01
GBR;GBR000A21663;8662153;MOD;2020-07-31;2020-12-22;A21663;PZ199;ALGRIE;PZ;Penzance;2NYC;Y;Y;Y;Y;;N;232005650;TU;TBB;OTM;SSC;OTB;;;26.20;23.34;121.00;0.00;0.00;515.00;0.00;2;1977-05-09;MFL;;;PA;1968-01-01
GBR;GBR000A21668;;MOD;2003-03-03;2020-11-18;A21668;PZ209;TARA;PZ;Penzance;;N;Y;N;;;;;FX;LHP;NO;;;;;4.96;0.00;1.23;0.00;0.00;5.00;0.00;3;1989-01-01;MFL;;;;1972-01-01
GBR;GBR000A21672;;MOD;2014-01-14;2020-11-17;A21672;PZ218;SPRIGS OF HEATHER;PZ;Penzance;2DWY7;Y;Y;N;;;;;FX;LHP;LHP;;;;;5.58;0.00;1.50;0.00;0.00;9.40;0.00;3;1989-01-01;MFL;;;;1975-01-01
GBR;GBR000A21681;;MOD;2019-07-24;2020-12-30;A21681;OB597;AUDREY;OB;Oban;;N;Y;N;N;;N;;FX;FPO;NK;;;;;8.30;8.30;2.25;0.00;0.00;63.41;0.00;1;1987-06-26;MFL;;;PA;1961-01-01
GBR;GBR000A21684;;MOD;2019-11-01;2020-12-30;A21684;PZ244;KENAVO;PZ;Penzance;MCHY5;Y;Y;N;N;;N;;FX;OTB;FPO;DRB;LHP;;;9.75;8.99;11.02;0.00;0.00;108.00;0.00;1;1986-03-14;MFL;;;PA;1983-01-01
GBR;GBR000A21692;;MOD;2015-04-21;2020-08-02;A21692;PZ260;OUR KATIE;PZ;Penzance;;N;Y;N;N;;N;;FX;FPO;LHP;FPO;LL;;;6.98;6.98;2.43;0.00;0.00;28.00;0.00;1;1964-06-08;MFL;;;PA;1962-01-01
GBR;GBR000A21697;;MOD;2019-12-17;2020-12-30;A21697;PZ272;ALEXA;PZ;Penzance;MAFY2;Y;Y;N;N;;N;;FX;GN;LHP;FPO;LL;;;5.61;5.61;1.59;0.00;0.00;8.00;0.00;3;1974-01-10;MFL;;;PA;1973-01-01
GBR;GBR000A21733;;CHA;2009-06-23;2020-12-30;A21733;PZ343;RUBY MAE;PZ;Penzance;;N;N;N;;;;;FX;LHP;NO;;;;;4.88;0.00;0.52;0.00;0.00;7.00;0.00;4;1989-01-01;MFL;;;;1964-01-01
GBR;GBR000A21739;;MOD;2019-07-31;2020-11-04;A21739;PZ353;GIRL PENNY;PZ;Penzance;2HNV5;Y;Y;N;N;;N;;FX;FPO;LHP;FPO;NK;;;9.91;9.91;7.50;0.00;0.00;44.00;0.00;1;1973-02-17;MFL;;;PA;1972-01-01
GBR;GBR000A21747;;MOD;2019-09-26;2020-11-02;A21747;PZ379;BOY HARVEY;PZ;Penzance;;N;Y;N;N;;N;;FX;LHP;FPO;LL;LHP;;;7.65;7.15;4.24;0.00;0.00;37.30;0.00;3;1973-11-08;MFL;;;PA;1973-01-01
GBR;GBR000A21754;;MOD;2017-02-08;2020-12-30;A21754;R3;MISTY;R;Ramsgate;;N;Y;N;N;;N;;FX;FPO;GN;OTB;FPO;;;9.50;8.96;4.45;0.00;0.00;59.00;0.00;3;1987-10-07;MFL;;;PA;1979-01-01
GBR;GBR000A21765;;MOD;2017-12-18;2020-12-30;A21765;PZ410;SEA HUNTER;PZ;Penzance;;N;Y;N;;;;;FX;GNS;NO;;;;;5.20;0.00;0.99;0.00;0.00;22.00;0.00;3;1989-01-01;MFL;;;;1981-01-01
GBR;GBR000A21781;;MOD;2018-12-31;2020-12-30;A21781;KY27;MEILING;KY;Kirkcaldy;;N;Y;N;N;;N;;FX;FPO;NK;;;;;5.51;5.51;1.89;0.00;0.00;13.00;0.00;3;1967-07-04;MFL;;;PA;1967-01-01
GBR;GBR000A21782;8556419;MOD;2018-05-09;2020-11-04;A21782;PZ63;GOLDEN HARVEST;PZ;Penzance;2CAG;Y;Y;N;;;;;SP;GNS;PS;;;;;14.90;0.00;33.16;0.00;0.00;202.00;0.00;3;1989-01-01;MFL;;;;1972-01-01
GBR;GBR000A21786;;MOD;2017-10-24;2020-12-30;A21786;PZ453;LAURIE JEAN;PZ;Penzance;;N;Y;N;N;;N;;FX;GN;FPO;NK;;;;5.80;5.80;1.35;0.00;0.00;10.00;0.00;3;1991-06-11;MFL;;;PA;1973-01-01
GBR;GBR000A21787;;MOD;2016-12-12;2020-12-30;A21787;PZ454;SUZIE;PZ;Penzance;;N;Y;N;;;;;FX;GNS;NO;;;;;4.85;0.00;0.94;0.00;0.00;8.00;0.00;3;1989-01-01;MFL;;;;1974-01-01
GBR;GBR000A21790;;MOD;2018-07-20;2020-12-30;A21790;OB457;LILY;OB;Oban;;N;Y;N;N;;N;;FX;GN;;;;;;5.03;5.03;1.21;0.00;0.00;5.00;0.00;1;1974-06-11;MFL;;;PA;1974-01-01
GBR;GBR000A21798;;MOD;2015-10-02;2020-11-29;A21798;LK891;SMILING MORN;LK;Lerwick;;N;Y;N;N;;N;;FX;LHM;NK;;;;;6.46;6.46;3.12;0.00;0.00;37.30;0.00;3;1979-01-12;MFL;;;PA;1978-01-01
GBR;GBR000A21802;8135992;MOD;2020-07-31;2020-12-22;A21802;PZ476;LISA JACQUELINE STEVENSON;PZ;Penzance;GDQY;Y;Y;Y;Y;;N;232005670;TU;TBB;OTM;SSC;OTB;;;24.20;23.14;112.00;0.00;0.00;447.00;0.00;2;1984-06-28;MFL;;;PA;1973-01-01
GBR;GBR000A21803;;MOD;2018-07-23;2020-08-23;A21803;PZ477;MARY ROSE;PZ;Penzance;;N;Y;N;N;;N;;FX;OTB;NK;;;;;5.60;5.60;1.54;0.00;0.00;9.40;0.00;3;1987-05-26;MFL;;;PA;1987-01-01
GBR;GBR000A21805;;MOD;2020-03-06;2020-12-30;A21805;PZ480;KELYN MOR;PZ;Penzance;;N;Y;N;N;;N;;FX;OTB;NK;;;;;4.62;4.62;0.72;0.00;0.00;7.20;0.00;3;1975-01-11;MFL;;;PA;1974-01-01
GBR;GBR000A21811;;MOD;2018-05-02;2020-12-30;A21811;ME15;DAWN TIDE;ME;Montrose;;N;Y;N;;;;;FX;FPO;NO;;;;;7.62;0.00;3.35;0.00;0.00;26.50;0.00;1;1989-01-01;MFL;;;;1976-01-01
GBR;GBR000A21824;;MOD;2019-10-25;2020-12-30;A21824;BH21;OLIVIENNA;BH;Blyth;2GGD4;Y;Y;N;Y;;N;;FX;FPO;NK;OTS;;;;11.33;11.33;11.42;0.00;0.00;143.00;0.00;3;1984-06-29;MFL;;;PA;1984-01-01
GBR;GBR000A21833;7303188;MOD;2020-07-31;2020-12-22;A21833;PZ532;BILLY ROWNEY;PZ;Penzance;MGMS9;Y;Y;Y;Y;;N;232005850;TU;TBB;SSC;OTB;OTM;;;31.86;27.34;187.00;0.00;0.00;731.00;0.00;2;1986-01-02;MFL;;;PA;1973-01-01
GBR;GBR000A21837;;MOD;2014-06-16;2020-12-30;A21837;PZ540;GREY SEAL;PZ;Penzance;2EHW9;Y;Y;N;;;;;FX;LHP;NO;;;;;4.63;0.00;1.04;0.00;0.00;14.70;0.00;3;1989-01-01;MFL;;;;1977-01-01
GBR;GBR000A21839;8136001;MOD;2020-07-31;2020-11-04;A21839;PZ542;FILADELFIA;PZ;Penzance;MHWH2;Y;Y;Y;Y;;N;232005775;TU;TBB;SSC;OTM;OTB;;;26.26;23.26;131.00;0.00;0.00;611.00;0.00;2;1987-11-04;MFL;;;PA;1969-01-01
GBR;GBR000A21850;;MOD;2019-01-04;2020-11-02;A21850;PZ557;CELTIC BREEZE;PZ;Penzance;ZNXQ8;Y;Y;N;N;;N;;FX;FPO;LHP;LL;FPO;;;7.31;7.31;4.04;0.00;0.00;42.00;0.00;3;1977-10-18;MFL;;;PA;1976-01-01
GBR;GBR000A21855;;MOD;2019-01-25;2020-12-30;A21855;PZ564;TAMARA;PZ;Penzance;2HJF7;Y;Y;N;N;;N;;FX;GN;LL;FPO;LHP;;;4.54;4.51;0.62;0.00;0.00;7.00;0.00;3;1977-10-12;MFL;;;PA;1977-01-01
GBR;GBR000A21860;;MOD;2020-06-26;2020-10-19;A21860;PZ574;FLOWING TIDE;PZ;Penzance;2GBF5;Y;Y;N;N;;N;;FX;FPO;NK;LL;FPO;;;5.55;5.55;1.51;0.00;0.00;7.00;0.00;3;1979-01-05;MFL;;;PA;1977-01-01
GBR;GBR000A21861;;MOD;2013-10-09;2020-09-30;A21861;K49;SHALIMAR;K;Kirkwall;2FFX4;Y;Y;N;;;;;FX;FPO;NO;;;;;11.95;0.00;19.51;0.00;0.00;94.00;0.00;1;1989-01-01;MFL;;;;1979-01-01
GBR;GBR000A21864;;MOD;2019-06-26;2020-12-30;A21864;PZ584;BUTTS;PZ;Penzance;2EFB5;Y;Y;N;N;;N;;FX;LHP;FPO;LHP;LL;;;5.73;5.73;1.20;0.00;0.00;15.30;0.00;3;1978-11-18;MFL;;;PA;1977-01-01
GBR;GBR000A21866;;MOD;2020-06-30;2020-09-09;A21866;LI570;TIA MARIA;LI;Littlehampton;MQHJ3;Y;Y;N;N;;N;;FX;OTB;DRB;GN;LL;;;9.35;8.44;5.19;0.00;0.00;67.50;0.00;3;1978-08-14;MFL;;;PA;1982-01-01
GBR;GBR000A21879;;MOD;2005-07-22;2020-12-30;A21879;PZ612;RACHEL & PAUL;PZ;Penzance;;N;Y;N;;;;;FX;LHP;NO;;;;;5.60;0.00;1.46;0.00;0.00;7.50;0.00;3;1989-01-01;MFL;;;;1980-01-01
GBR;GBR000A21883;;MOD;2019-11-21;2020-12-30;A21883;BRD619;TRACY CLARE;BRD;Broadford;;N;Y;N;N;;N;;FX;FPO;NK;;;;;9.91;9.91;7.70;0.00;0.00;89.00;0.00;3;1978-08-24;MFL;;;PA;1978-01-01
GBR;GBR000A21884;;MOD;2019-02-14;2020-12-30;A21884;PZ620;CAROL & DAVID;PZ;Penzance;;N;Y;N;N;;N;;FX;GN;LL;LHP;FPO;;;4.75;4.75;0.86;0.00;0.00;10.07;0.00;3;1978-09-11;MFL;;;PA;1978-01-01
GBR;GBR000A21890;;MOD;2017-09-14;2020-12-30;A21890;INS62;ZENITH;INS;Inverness;;N;Y;N;;;;;FX;OTB;NO;;;;;9.50;0.00;9.98;0.00;0.00;63.00;0.00;2;1991-04-16;MFL;;;;1980-01-01
GBR;GBR000A21893;;MOD;2014-05-09;2020-12-30;A21893;PZ631;PENVER;PZ;Penzance;MLBV;Y;Y;N;;;;;FX;LHP;NO;;;;;4.63;0.00;0.96;0.00;0.00;10.30;0.00;3;1989-01-01;MFL;;;;1978-01-01
GBR;GBR000A21894;;MOD;2016-03-23;2020-12-30;A21894;LH584;THREE SISTERS;LH;Leith;;N;Y;N;;;;;FX;FPO;NO;;;;;9.91;0.00;8.28;0.00;0.00;73.00;0.00;3;1989-01-01;MFL;;;;1978-01-01
GBR;GBR000A21897;;MOD;2017-03-29;2020-11-16;A21897;PZ638;RO-MI-CHRIS;PZ;Penzance;2FFO2;Y;Y;N;N;;N;;FX;GN;LHP;LL;FPO;;;4.88;4.88;0.82;0.00;0.00;7.00;0.00;3;1979-11-21;MFL;;;PA;1979-01-01
GBR;GBR000A21900;;MOD;2017-10-26;2020-11-11;A21900;PZ641;MARK & JAMES;PZ;Penzance;;N;Y;N;N;;N;;FX;LHP;LL;FPO;LHP;;;5.49;5.49;1.59;0.00;0.00;7.00;0.00;3;1979-06-20;MFL;;;PA;1979-01-01
GBR;GBR000A21901;;MOD;2018-06-18;2020-11-16;A21901;PZ642;SERENE;PZ;Penzance;;N;Y;N;N;;N;;FX;FPO;;;;;;5.88;5.88;1.84;0.00;0.00;15.00;0.00;3;1979-05-08;MFL;;;PA;1979-01-01
GBR;GBR000A21902;;MOD;2019-03-04;2020-12-30;A21902;PW26;DESTINY;PW;Padstow;2ALC4;Y;Y;N;N;;N;;FX;FPO;NK;;;;;11.87;11.87;25.44;0.00;0.00;175.00;0.00;1;1988-05-11;MFL;;;PA;1982-01-01
GBR;GBR000A21913;;MOD;2018-10-22;2020-12-30;A21913;PZ663;CYNTHIA;PZ;Penzance;2DET9;Y;Y;N;N;;N;;FX;LHP;;;;;;5.60;5.60;1.55;0.00;0.00;7.00;0.00;3;1980-03-28;MFL;;;PA;1980-01-01
GBR;GBR000A21921;;MOD;2017-06-13;2020-12-30;A21921;PZ677;SALAMANDA;PZ;Penzance;2BWP3;Y;Y;N;N;;N;;FX;FPO;LL;GN;LHP;;;6.86;6.86;2.54;0.00;0.00;13.10;0.00;3;1988-01-28;MFL;;;PA;1985-01-01
GBR;GBR000A21925;;MOD;2017-04-03;2020-12-30;A21925;FY37;HONDO;FY;Fowey;;N;Y;N;;;;;FX;LLS;NO;;;;;5.73;0.00;1.56;0.00;0.00;22.00;0.00;3;1989-01-01;MFL;;;;1980-01-01
GBR;GBR000A21928;;MOD;2019-11-05;2020-12-30;A21928;PZ685;SWEET WATER OF NEWLYN;PZ;Penzance;;N;Y;N;N;;N;;FX;FPO;OTM;OTB;FPO;;;9.90;9.60;15.86;0.00;0.00;150.00;0.00;3;1982-11-18;MFL;;;PA;1982-01-01
GBR;GBR000A21931;;MOD;2006-12-11;2020-12-30;A21931;PZ689;JOHN LOUISE;PZ;Penzance;;N;Y;N;;;;;FX;LHP;LHP;;;;;4.76;0.00;1.20;0.00;0.00;13.00;0.00;3;1989-01-01;MFL;;;;1980-01-01
GBR;GBR000A21948;;MOD;2017-11-28;2020-12-30;A21948;PZ715;CARES LEL;PZ;Penzance;2FHC7;Y;Y;N;;;;;FX;GNS;NO;;;;;5.58;0.00;1.52;0.00;0.00;12.60;0.00;3;1989-01-01;MFL;;;;1979-01-01
GBR;GBR000A21949;;MOD;2015-04-10;2020-12-30;A21949;KY158;LEO;KY;Kirkcaldy;;N;Y;N;;;;;FX;FPO;NO;;;;;6.49;0.00;3.38;0.00;0.00;24.30;0.00;3;1989-01-01;MFL;;;;1981-01-01
GBR;GBR000A21951;;MOD;2019-08-30;2020-12-30;A21951;PZ718;THREE BOYS;PZ;Penzance;2COM9;Y;Y;N;N;;N;;FX;GN;LL;NK;LHP;;;5.04;5.04;1.01;0.00;0.00;11.00;0.00;3;1984-05-08;MFL;;;PA;1978-01-01
GBR;GBR000A21956;;MOD;2019-11-27;2020-12-30;A21956;LK72;DONNA ROSE;LK;Lerwick;;N;Y;N;N;;N;;FX;NK;NK;;;;;9.90;9.60;5.97;0.00;0.00;90.00;0.00;1;1982-02-17;MFL;;;PA;1968-01-01
GBR;GBR000A21959;;MOD;2020-02-10;2020-12-30;A21959;PZ729;PEGASUS;PZ;Penzance;;N;Y;N;N;;N;;FX;FPO;NK;LHP;GN;;;6.42;6.42;2.79;0.00;0.00;41.00;0.00;3;1982-01-13;MFL;;;PA;1981-01-01
GBR;GBR000A21964;;MOD;2019-08-01;2020-11-18;A21964;LH10;LITTLE DOT;LH;Leith;;N;Y;N;N;;N;;FX;FPO;LL;LHP;FPO;;;5.57;5.57;1.64;0.00;0.00;11.00;0.00;3;1988-10-27;MFL;;;PA;1948-01-01
GBR;GBR000A21970;;MOD;2018-01-11;2020-11-16;A21970;PZ747;PENNY LYNN;PZ;Penzance;MJNW7;Y;Y;N;N;;N;;FX;LHP;FPO;LHP;LL;;;5.61;5.61;1.49;0.00;0.00;15.30;0.00;3;1982-07-06;MFL;;;PA;1982-01-01
GBR;GBR000A21975;;MOD;2009-09-23;2020-12-30;A21975;FY755;GIRL AMANDA;FY;Fowey;;N;Y;N;;;;;FX;LHP;LHP;;;;;6.16;0.00;1.91;0.00;0.00;18.00;0.00;1;1989-01-01;MFL;;;;1982-01-01
GBR;GBR000A21984;;MOD;2020-02-20;2020-12-30;A21984;R2;BOY JACK;R;Ramsgate;MRDW8;Y;Y;N;N;;N;;FX;FPO;LL;LHP;GN;;;7.38;7.13;2.13;0.00;0.00;22.00;0.00;1;1982-11-22;MFL;;;PA;1982-01-01
GBR;GBR000A21989;;MOD;2015-03-27;2020-08-27;A21989;R8;HOLLADAYS;R;Ramsgate;;N;Y;N;N;;N;;FX;GNS;FPO;GTR;LL;;;9.85;8.70;4.84;0.00;0.00;89.00;0.00;3;1987-03-25;MFL;;;PA;1977-01-01
