Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;Place of registration name;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;ERS Exempt indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
GBR;GBR000C18160;9286671;MOD;2020-07-28;2020-12-22;C18160;FR226;CHALLENGE;FR;Fraserburgh;MCCG5;Y;Y;Y;Y;;N;235013021;FX;OTM;NK;;;;;65.00;58.20;1676.00;0.00;0.00;5110.00;1770.00;2;2004-04-30;MFL;;;PA;2004-01-01
GBR;GBR000C18162;;MOD;2019-11-26;2020-12-30;C18162;CN57;SPINDRIFT;CN;Campbeltown;;N;Y;N;N;;N;;FX;FPO;NK;;;;;9.12;8.62;6.97;0.00;0.00;160.00;0.00;3;2004-04-30;MFL;;;PA;2004-01-01
GBR;GBR000C18163;;MOD;2019-08-07;2020-12-30;C18163;FR23;GOODWAY;FR;Fraserburgh;;N;Y;N;N;;N;;FX;FPO;NK;LHP;;;;6.85;6.85;1.49;0.00;0.00;22.38;0.00;3;2004-06-25;MFL;;;PA;2004-01-01
GBR;GBR000C18165;;MOD;2019-02-18;2020-12-30;C18165;SN363;BEVERLY ANN;SN;North Shields;;N;Y;N;N;;N;;FX;OTB;GN;FPO;LHP;;;9.83;9.03;16.67;0.00;0.00;140.00;0.00;3;2004-04-28;MFL;;;PA;2004-01-01
GBR;GBR000C18167;;MOD;2020-05-19;2020-08-26;C18167;LK298;VERANIA;LK;Lerwick;;N;Y;N;N;;N;;FX;FPO;NK;;;;;8.02;7.95;4.27;0.00;0.00;148.00;0.00;3;2004-06-18;MFL;;;PA;2004-01-01
GBR;GBR000C18170;;MOD;2018-06-06;2020-12-30;C18170;CY4;SAPPHIRE;CY;Castlebay;;N;Y;N;N;;N;;FX;FPO;;;;;;11.58;10.85;7.72;0.00;0.00;218.00;0.00;3;2004-05-11;MFL;;;PA;1900-01-01
GBR;GBR000C18171;;MOD;2017-10-10;2020-12-30;C18171;RX91;CAROLYN;RX;Rye;MBRY5;Y;Y;N;;;;;FX;OTB;NO;;;;;9.96;0.00;12.02;0.00;0.00;119.00;0.00;2;2004-04-23;MFL;;;;2004-01-01
GBR;GBR000C18173;;MOD;2019-11-05;2020-11-12;C18173;MN2;GEM;MN;Maldon;;N;Y;N;N;;N;;FX;GN;DRB;OTB;LL;;;4.30;4.30;0.52;0.00;0.00;3.73;0.00;3;2004-10-07;MFL;;;PA;1900-01-01
GBR;GBR000C18174;;MOD;2019-05-14;2020-11-05;C18174;BN439;LILI MAE;BN;Boston;;N;Y;N;N;;N;;FX;FPO;DRB;OTB;TBB;;;9.97;9.47;11.53;0.00;0.00;119.36;0.00;2;2004-06-16;MFL;;;PA;2002-01-01
GBR;GBR000C18175;;MOD;2018-06-22;2020-12-30;C18175;CY855;RACHAEL MARIE;CY;Castlebay;;N;Y;N;N;;N;;FX;FPO;;;;;;8.85;7.95;6.48;0.00;0.00;257.00;0.00;3;2004-04-28;MFL;;;PA;1900-01-01
GBR;GBR000C18176;;MOD;2018-09-04;2020-12-30;C18176;LK3452;LESLEY A;LK;Lerwick;;N;Y;N;N;;N;;FX;FPO;;;;;;6.85;6.20;1.55;0.00;0.00;30.00;0.00;3;2005-06-15;MFL;;;PA;1985-01-01
GBR;GBR000C18177;;CHA;2015-09-24;2020-12-30;G00625;GU137;STEREN MOR;GU;Guernsey;;N;N;N;;;;;FX;GNS;NO;;;;;7.52;0.00;1.95;0.00;0.00;95.61;0.00;3;2004-05-20;MFL;;;;1994-01-01
GBR;GBR000C18178;;MOD;2020-04-06;2020-09-29;C18178;CY80;AURORA;CY;Castlebay;;N;Y;N;N;;N;;FX;FPO;NK;;;;;9.17;8.53;4.85;0.00;0.00;126.00;0.00;3;2004-05-10;MFL;;;PA;2004-01-01
GBR;GBR000C18179;;MOD;2019-04-18;2020-12-30;C18179;B200;FREEDOM;B;Belfast;2DZF6;Y;Y;N;N;;N;;FX;FPO;DRB;OTB;GN;;;9.65;8.95;5.56;0.00;0.00;93.00;0.00;3;2004-05-10;MFL;;;PA;2004-01-01
GBR;GBR000C18181;;MOD;2019-04-05;2020-12-30;C18181;BH314;BRITANNIA II;BH;Blyth;;N;Y;N;N;;N;;FX;FPO;GN;DRB;OTB;;;9.30;9.30;12.25;0.00;0.00;129.00;0.00;3;2004-07-30;MFL;;;PA;2004-01-01
GBR;GBR000C18188;;MOD;2019-10-25;2020-12-30;C18188;FH722;PROPHET;FH;Falmouth;;N;Y;N;N;;N;;FX;FPO;GN;LHP;NK;;;6.85;6.85;2.49;0.00;0.00;32.00;0.00;3;2004-06-10;MFL;;;PA;2000-01-01
GBR;GBR000C18190;;MOD;2012-07-23;2020-12-30;C18190;CO25;MEG;CO;Caernarvon;;N;Y;N;;;;;FX;FPO;NO;;;;;6.90;0.00;1.73;0.00;0.00;52.00;0.00;3;2004-05-26;MFL;;;;2004-01-01
GBR;GBR000C18193;;MOD;2019-11-05;2020-12-30;C18193;WH1236;UTSKER;WH;Weymouth;;N;Y;N;N;;N;;FX;GN;LL;FPO;LX;;;6.60;6.27;2.32;0.00;0.00;120.00;0.00;3;2004-06-10;MFL;;;PA;1990-01-01
GBR;GBR000C18194;;MOD;2020-06-03;2020-10-11;C18194;SS6;MOLLIE DAWN;SS;St Ives;2EDN3;Y;Y;N;N;;N;;FX;GN;LX;LL;LHP;;;5.80;5.80;0.80;0.00;0.00;29.84;0.00;3;2004-06-03;MFL;;;PA;2004-01-01
GBR;GBR000C18197;;MOD;2016-02-16;2020-11-18;C18197;AD5;KARA LOUISE;AD;Ardrossan;;N;Y;N;N;;N;;FX;FPO;DRB;LHP;GN;;;5.99;5.92;1.15;0.00;0.00;19.00;0.00;3;2004-06-10;MFL;;;PA;2002-01-01
GBR;GBR000C18198;;MOD;2020-02-10;2020-11-29;C18198;UL63;LOOPALLU;UL;Ullapool;;N;Y;N;N;;N;;FX;FPO;LL;GN;NK;;;6.00;6.00;1.26;0.00;0.00;22.40;0.00;3;2004-06-14;MFL;;;PA;2004-01-01
GBR;GBR000C18200;;MOD;2018-09-13;2020-12-07;C18200;KY1015;FRINGE OF GOLD II;KY;Kirkcaldy;;N;Y;N;N;;N;;FX;OTB;;;;;;6.33;6.33;1.07;0.00;0.00;21.00;0.00;3;2004-07-12;MFL;;;PA;2003-01-01
GBR;GBR000C18201;;MOD;2016-12-21;2020-12-30;C18201;OB657;SANDPIPER;OB;Oban;;N;Y;N;;;;;FX;FPO;NO;;;;;7.65;0.00;2.16;0.00;0.00;67.05;0.00;3;2004-06-03;MFL;;;;2004-01-01
GBR;GBR000C18203;;MOD;2012-06-13;2020-12-30;C18203;K1153;JADE ELIN;K;Kirkwall;;N;Y;N;;;;;FX;FPO;NO;;;;;5.30;0.00;0.76;0.00;0.00;29.84;0.00;3;2004-08-09;MFL;;;;2003-01-01
GBR;GBR000C18206;;MOD;2019-04-02;2020-12-30;C18206;SU21;DEJA VU;SU;Southampton;;N;Y;N;N;;N;;FX;FPO;GN;LX;FPO;;;7.46;6.95;2.98;0.00;0.00;89.50;0.00;3;2004-06-07;MFL;;;PA;2004-01-01
GBR;GBR000C18207;;MOD;2018-04-17;2020-08-09;C18207;PZ80;SHRIMPY;PZ;Penzance;MCUG4;Y;Y;N;;;;;FX;LHP;NO;;;;;4.54;0.00;0.77;0.00;0.00;5.90;0.00;3;2004-06-17;MFL;;;;1995-01-01
GBR;GBR000C18208;;MOD;2019-05-20;2020-12-30;C18208;UL565;SARAH;UL;Ullapool;;N;Y;N;N;;N;;FX;FPO;NK;;;;;6.70;6.70;0.73;0.00;0.00;113.00;0.00;5;2004-06-21;MFL;;;PA;1988-01-01
GBR;GBR000C18210;;MOD;2019-11-28;2020-12-30;C18210;SH71;EMMA LOUISE;SH;Scarborough;;N;Y;N;N;;N;;FX;GN;LL;DRB;FPO;;;7.95;7.95;2.88;0.00;0.00;97.00;0.00;3;2004-10-14;MFL;;;PA;2000-01-01
GBR;GBR000C18211;;MOD;2019-11-20;2020-12-30;C18211;SM802;TIGHT LINES II;SM;Shoreham;;N;Y;N;N;;N;;FX;LX;LL;NK;FPO;;;7.09;7.09;2.06;0.00;0.00;116.00;0.00;3;2004-08-26;MFL;;;PA;2001-01-01
GBR;GBR000C18215;;MOD;2012-07-25;2020-12-30;C18215;PW46;ROAMS;PW;Padstow;;N;Y;N;;;;;FX;FPO;NO;;;;;4.84;0.00;1.03;0.00;0.00;29.40;0.00;3;2004-09-10;MFL;;;;1998-01-01
GBR;GBR000C18220;;CHA;2014-12-23;2020-09-07;C18220;TT268;JULIE-ANNE;TT;Tarbert;;N;Y;N;N;;N;;FX;FPO;NK;;;;;6.15;6.15;1.17;0.00;0.00;35.00;0.00;2;2004-06-22;MFL;;;PA;2002-01-01
GBR;GBR000C18221;;MOD;2019-06-21;2020-12-30;C18221;MH1;NICHOLA JAYNE;MH;Middlesbrough;;N;Y;N;N;;N;;FX;FPO;FPO;LHP;NK;;;6.40;6.40;1.51;0.00;0.00;103.00;0.00;5;2004-07-06;MFL;;;PA;2004-01-01
GBR;GBR000C18222;;MOD;2019-08-28;2020-12-30;C18222;B36;BIG TIDES;B;Belfast;;N;Y;N;N;;N;;FX;FPO;NK;;;;;6.30;6.30;1.33;0.00;0.00;55.93;0.00;3;2004-06-17;MFL;;;PA;2004-01-01
GBR;GBR000C18224;;MOD;2018-09-20;2020-12-30;C18224;OB992;ALLEY CAT;OB;Oban;;N;Y;N;N;;N;;FX;FPO;LL;NK;GN;;;5.90;5.90;1.09;0.00;0.00;29.84;0.00;3;2004-10-07;MFL;;;PA;1998-01-01
GBR;GBR000C18225;;MOD;2019-06-21;2020-12-30;C18225;FH723;HARVESTER II;FH;Falmouth;MFNUB;Y;Y;N;N;;N;;FX;FPO;OTB;NK;GN;;;11.83;11.03;16.29;0.00;0.00;162.00;0.00;3;2004-07-19;MFL;;;PA;2004-01-01
GBR;GBR000C18226;;MOD;2020-01-07;2020-12-30;C18226;OB990;CARRIE ANNE;OB;Oban;;N;Y;N;N;;N;;FX;OTB;NK;GN;FPO;;;7.57;7.57;3.49;0.00;0.00;67.00;0.00;1;2004-08-25;MFL;;;PA;2004-01-01
GBR;GBR000C18227;;MOD;2019-07-05;2020-12-30;C18227;SM803;OTTER III;SM;Shoreham;;N;Y;N;N;;N;;FX;LL;OTB;GN;FPO;;;5.31;5.31;1.29;0.00;0.00;58.80;0.00;3;2004-07-29;MFL;;;PA;2004-01-01
GBR;GBR000C18228;;MOD;2019-10-21;2020-12-30;C18228;PZ83;LOUELLA;PZ;Penzance;;N;Y;N;N;;N;;FX;LHP;LL;NK;GN;;;4.45;4.45;0.59;0.00;0.00;7.46;0.00;3;2004-07-20;MFL;;;PA;1978-01-01
GBR;GBR000C18231;;CHA;2017-03-09;2020-12-30;C18231;WY820;EASTER MORN;WY;Whitby;;N;N;N;;;;;FX;FPO;NO;;;;;6.42;0.00;1.44;0.00;0.00;14.17;0.00;1;2004-07-21;MFL;;;;1947-01-01
GBR;GBR000C18233;;MOD;2019-11-05;2020-12-30;C18233;SH23;TEGAN;SH;Scarborough;;N;Y;N;N;;N;;FX;FPO;LL;NK;;;;4.85;4.85;0.58;0.00;0.00;11.20;0.00;3;2004-10-29;MFL;;;PA;1980-01-01
GBR;GBR000C18237;;MOD;2019-08-13;2020-12-30;C18237;BK535;ISAAC EDWARD;BK;Berwick On Tweed;;N;Y;N;N;;N;;FX;FPO;GN;LHP;NK;;;7.99;7.81;2.60;0.00;0.00;164.00;0.00;3;2004-08-18;MFL;;;PA;2004-01-01
GBR;GBR000C18238;;MOD;2020-03-16;2020-12-30;C18238;CS658;HORIZON;CS;Cowes;;N;Y;N;N;;N;;FX;FPO;OTB;GN;LL;;;9.45;9.00;7.77;0.00;0.00;200.00;0.00;3;2004-07-26;MFL;;;PA;2004-01-01
GBR;GBR000C18241;;MOD;2018-11-13;2020-12-30;C18241;P600;CARLY D;P;Portsmouth;2DOJ8;Y;Y;N;N;;N;;FX;LX;GN;FPO;OTB;;;5.76;5.76;1.29;0.00;0.00;36.80;0.00;3;2004-08-16;MFL;;;PA;1990-01-01
GBR;GBR000C18242;8554887;MOD;2018-12-19;2020-12-22;C18242;BA107;SPES BONA V;BA;Ballantrae;2CQP4;Y;Y;Y;Y;;N;;FX;TBN;NK;;;;;14.95;14.15;51.56;0.00;0.00;195.00;0.00;2;2004-07-19;MFL;;;PA;2004-01-01
GBR;GBR000C18243;;MOD;2019-07-03;2020-12-30;C18243;SC173;RESOLUTION;SC;Scilly;;N;Y;N;N;;N;;FX;FPO;LHP;OTB;FPO;;;7.95;7.50;3.28;0.00;0.00;37.00;0.00;3;2004-08-02;MFL;;;PA;2000-01-01
GBR;GBR000C18244;;MOD;2018-07-09;2020-11-03;C18244;M29;CELTIC MOR;M;Milford Haven;;N;Y;N;N;;N;;FX;FPO;;;;;;7.95;7.52;5.83;0.00;0.00;59.00;0.00;2;2004-12-15;MFL;;;PA;2004-01-01
GBR;GBR000C18247;;MOD;2019-08-09;2020-12-30;C18247;PE1164;HUMBLE;PE;Poole;;N;Y;N;N;;N;;FX;GN;LA;OTB;LX;;;6.60;5.50;0.92;0.00;0.00;22.38;0.00;3;2004-09-10;MFL;;;PA;2000-01-01
GBR;GBR000C18248;;MOD;2019-11-05;2020-11-05;C18248;MT115;SARAH LOUISE;MT;Maryport;2ADL4;Y;Y;N;N;;N;;FX;FPO;DRB;FPO;;;;9.95;9.34;11.37;0.00;0.00;108.00;0.00;2;2004-09-09;MFL;;;PA;2004-01-01
GBR;GBR000C18252;;MOD;2019-09-11;2020-12-30;C18252;AB15;GOLDEN WAKE;AB;Aberystwyth;;N;Y;N;N;;N;;FX;FPO;OTB;LL;GN;;;7.52;7.52;1.21;0.00;0.00;20.00;0.00;3;2004-08-10;MFL;;;PA;2000-01-01
GBR;GBR000C18253;;MOD;2019-10-21;2020-12-30;C18253;OB993;CHEETAH;OB;Oban;;N;Y;N;N;;N;;FX;FPO;NK;;;;;6.94;6.94;1.76;0.00;0.00;44.10;0.00;3;2004-09-14;MFL;;;PA;2004-01-01
GBR;GBR000C18257;;MOD;2006-11-06;2020-08-10;C18257;BRD674;JOSA;BRD;Broadford;;N;Y;N;;;;;FX;FPO;NO;;;;;4.86;0.00;0.66;0.00;0.00;5.97;0.00;3;2004-09-10;MFL;;;;1995-01-01
GBR;GBR000C18258;;MOD;2016-06-23;2020-12-30;C18258;SY41;FULMAR;SY;Stornoway;;N;Y;N;;;;;FX;FPO;NO;;;;;4.87;0.00;0.82;0.00;0.00;10.07;0.00;3;2004-12-06;MFL;;;;2004-01-01
GBR;GBR000C18259;;MOD;2019-10-22;2020-12-30;C18259;FY1;THREE JAYS;FY;Fowey;2HYQ8;Y;Y;N;N;;N;;FX;GN;OTB;FPO;LL;;;4.78;4.78;0.87;0.00;0.00;14.90;0.00;3;2004-11-22;MFL;;;PA;2004-01-01
GBR;GBR000C18261;;MOD;2016-08-31;2020-08-23;C18261;CN87;INCENTIVE;CN;Campbeltown;;N;Y;N;;;;;FX;FPO;NO;;;;;4.95;0.00;1.04;0.00;0.00;11.19;0.00;3;2004-09-10;MFL;;;;1984-01-01
GBR;GBR000C18263;;MOD;2017-10-02;2020-11-09;C18263;CO734;KARMA BAY;CO;Caernarvon;;N;Y;N;;;;;FX;GNS;NO;;;;;4.87;0.00;0.99;0.00;0.00;7.30;0.00;4;2004-10-01;MFL;;;;2004-01-01
GBR;GBR000C18266;;MOD;2016-07-01;2020-12-17;C18266;BF247;SPARKLING STAR III;BF;Banff;MGGP9;Y;Y;Y;Y;;N;;TT;OTB;NK;;;;;14.95;14.15;52.95;0.00;0.00;156.66;0.00;2;2004-09-17;MFL;;;PA;2004-01-01
GBR;GBR000C18268;;MOD;2016-07-20;2020-12-30;C18268;LA606;REBEL;LA;Llanelli;;N;Y;N;;;;;FX;GNS;NO;;;;;4.32;0.00;0.44;0.00;0.00;22.38;0.00;3;2004-10-13;MFL;;;;1990-01-01
GBR;GBR000C18269;;MOD;2019-07-10;2020-12-30;C18269;BH477;CHRISTOPHER;BH;Blyth;;N;Y;N;N;;N;;FX;OTB;TBN;LL;GN;;;9.80;9.36;7.19;0.00;0.00;80.00;0.00;3;2004-09-27;MFL;;;PA;2004-01-01
GBR;GBR000C18270;8561036;MOD;2018-07-27;2020-12-22;C18270;BD1;SPECULATE;BD;Bideford;MHYE8;Y;Y;Y;Y;;N;;TT;DRB;;;;;;14.98;14.19;48.02;0.00;0.00;221.00;0.00;2;2005-05-05;MFL;;;PA;2005-01-01
GBR;GBR000C18273;;MOD;2017-01-31;2020-12-30;C18273;H166;HOLLIE J;H;Hull;MGAJ8;Y;N;N;;;;;FX;FPO;NO;;;;;13.95;0.00;22.74;0.00;0.00;223.80;0.00;2;2004-09-01;MFL;;;;2004-01-01
GBR;GBR000C18275;;MOD;2019-07-02;2020-12-30;C18275;WK838;MA-RONA;WK;Wick;;N;Y;N;N;;N;;FX;FPO;NK;;;;;9.83;9.38;15.36;0.00;0.00;108.00;0.00;3;2004-09-27;MFL;;;PA;2004-01-01
GBR;GBR000C18276;;MOD;2016-09-16;2020-10-07;C18276;SC73;STEREN - MOR;SC;Scilly;;N;Y;N;N;;N;;FX;LHP;FPO;LHP;LL;;;7.10;6.95;1.99;0.00;0.00;28.00;0.00;3;2005-02-16;MFL;;;PA;1985-01-01
GBR;GBR000C18278;;MOD;2019-08-21;2020-12-30;C18278;A17;SKUA II;A;Aberdeen;;N;Y;N;N;;N;;FX;FPO;FPO;GN;DRB;;;8.27;7.63;6.61;0.00;0.00;91.00;0.00;3;2004-09-17;MFL;;;PA;2002-01-01
GBR;GBR000C18279;;MOD;2018-07-04;2020-09-07;C18279;K1155;DAWN HARVEST;K;Kirkwall;;N;Y;N;N;;N;;FX;FPO;NK;;;;;9.95;9.23;16.20;0.00;0.00;116.80;0.00;3;2004-11-09;MFL;;;PA;2004-01-01
GBR;GBR000C18281;9329069;MOD;2020-07-28;2020-12-22;C18281;FH725;MANUEL LAURA;FH;Falmouth;MGJX6;Y;Y;Y;Y;;N;235021707;TT;OTB;OTB;NK;;;;36.00;32.64;338.00;0.00;0.00;721.00;409.00;2;2004-11-29;MFL;;;PA;2004-01-01
GBR;GBR000C18282;;MOD;2019-08-02;2020-09-08;C18282;SS716;SHIKARI;SS;St Ives;;N;Y;N;N;;N;;FX;LHP;NK;FPO;GN;;;5.68;5.68;1.49;0.00;0.00;7.00;0.00;3;2004-10-06;MFL;;;PA;1980-01-01
GBR;GBR000C18283;;MOD;2018-03-29;2020-12-07;C18283;PD94;BRITTANY JAMES;PD;Peterhead;;N;Y;N;;;;;FX;FPO;NO;;;;;4.73;0.00;0.77;0.00;0.00;11.19;0.00;3;2005-05-06;MFL;;;;2005-01-01
GBR;GBR000C18287;;MOD;2019-12-10;2020-12-30;C18287;ME3;LOREN;ME;Montrose;;N;Y;N;N;;N;;FX;FPO;NK;;;;;4.80;4.80;0.68;0.00;0.00;12.00;0.00;3;2005-02-14;MFL;;;PA;1981-01-01
GBR;GBR000C18288;;MOD;2020-02-12;2020-12-30;C18288;BRD675;MOYRA JANE;BRD;Broadford;;N;Y;N;N;;N;;FX;FPO;NK;;;;;7.22;6.77;1.92;0.00;0.00;26.00;0.00;3;2005-04-19;MFL;;;PA;1985-01-01
GBR;GBR000C18290;;MOD;2019-12-31;2020-08-06;C18290;E123;EMILY J;E;Exeter;MGVR7;Y;Y;N;Y;;N;;DB;TBB;NK;TBB;DRB;;;11.93;11.42;26.53;0.00;0.00;221.00;0.00;2;2004-10-26;MFL;;;PA;2004-01-01
GBR;GBR000C18291;;MOD;2016-01-28;2020-12-30;C18291;OB1004;ENSIS;OB;Oban;2FDG6;Y;Y;N;;;;;FX;OTB;NO;;;;;10.65;0.00;11.61;0.00;0.00;88.00;0.00;3;2004-10-28;MFL;;;;1992-01-01
GBR;GBR000C18293;;MOD;2019-11-11;2020-12-30;C18293;BH479;BROTHERS;BH;Blyth;;N;Y;N;N;;N;;FX;FPO;GN;NK;LL;;;4.90;4.90;0.69;0.00;0.00;4.50;0.00;1;2004-10-13;MFL;;;PA;2001-01-01
GBR;GBR000C18296;;MOD;2020-01-22;2020-10-07;C18296;BRD676;GLADLY ANNE II;BRD;Broadford;;N;Y;N;N;;N;;FX;FPO;NK;;;;;7.24;6.98;2.24;0.00;0.00;35.00;0.00;3;2004-10-14;MFL;;;PA;1986-01-01
GBR;GBR000C18297;9273777;MOD;2020-07-28;2020-12-08;C18297;LK429;ALTAIRE;LK;Lerwick;MDPK6;Y;Y;Y;Y;;N;235838000;FX;OTM;NK;;;;;76.43;67.79;2809.00;0.00;0.00;6485.00;4270.00;2;2004-10-12;MFL;;;PA;2004-01-01
GBR;GBR000C18301;;MOD;2017-02-08;2020-10-18;C18301;PW12;EMMA KATE II;PW;Padstow;2GGE9;Y;Y;N;N;;N;;FX;FPO;NK;;;;;9.88;9.88;4.92;0.00;0.00;105.00;0.00;3;2004-11-03;MFL;;;PA;1976-01-01
GBR;GBR000C18302;;MOD;2015-10-08;2020-11-12;C18302;A53;CRAWPEEL;A;Aberdeen;;N;Y;N;N;;N;;FX;FPO;GNS;GND;LL;;;5.05;5.05;0.63;0.00;0.00;11.00;0.00;1;2004-11-19;MFL;;;PA;2004-01-01
GBR;GBR000C18305;;MOD;2013-01-30;2020-12-30;C18305;LT1018;SPRING TIDE;LT;Lowestoft;;N;Y;N;;;;;FX;LLS;NO;;;;;7.00;0.00;3.64;0.00;0.00;55.95;0.00;3;2005-04-19;MFL;;;;2000-01-01
GBR;GBR000C18306;;MOD;2007-03-27;2020-12-30;C18306;WK22;AQUARIUS;WK;Wick;;N;Y;N;;;;;FX;FPO;NO;;;;;6.56;0.00;1.96;0.00;0.00;26.00;0.00;3;2005-05-03;MFL;;;;2004-01-01
GBR;GBR000C18307;;MOD;2014-05-12;2020-12-30;C18307;SR91;BRAVEHEART II;SR;Stranraer;;N;Y;N;;;;;FX;OTB;NO;;;;;9.90;0.00;12.49;0.00;0.00;108.00;0.00;2;2005-08-24;MFL;;;;2004-01-01
GBR;GBR000C18309;;MOD;2020-07-20;2020-12-30;C18309;BM28;LADY L;BM;Brixham;;N;Y;N;N;;N;;FX;TBB;DRB;OTM;TBB;;;9.96;9.52;14.61;0.00;0.00;119.00;0.00;2;2004-10-25;MFL;;;PA;2004-01-01
GBR;GBR000C18311;;MOD;2011-11-28;2020-12-30;C18311;WK839;RAMBLING ROSE;WK;Wick;;N;Y;N;;;;;FX;FPO;NO;;;;;5.89;0.00;1.13;0.00;0.00;11.00;0.00;3;2004-12-29;MFL;;;;1980-01-01
GBR;GBR000C18316;;MOD;2015-03-31;2020-12-30;C18316;OB996;KATRINA MAY;OB;Oban;;N;Y;N;;;;;FX;FPO;NO;;;;;9.99;0.00;7.04;0.00;0.00;87.00;0.00;3;2004-12-30;MFL;;;;1997-01-01
GBR;GBR000C18321;;MOD;2019-12-02;2020-08-25;C18321;DH8;MAYFLY;DH;Dartmouth;;N;Y;N;N;;N;;FX;DRB;FPO;GN;LHP;;;7.27;7.27;2.23;0.00;0.00;37.28;0.00;3;2005-01-06;MFL;;;PA;2004-01-01
GBR;GBR000C18324;;MOD;2019-12-09;2020-12-30;C18324;FY119;RESOLUTE;FY;Fowey;;N;Y;N;N;;N;;FX;GNC;LA;GN;LHP;;;9.95;9.40;13.29;0.00;0.00;104.00;0.00;3;2004-12-06;MFL;;;PA;2004-01-01
GBR;GBR000C18325;;MOD;2019-10-25;2020-12-30;C18325;SM804;HOLLY J;SM;Shoreham;;N;Y;N;N;;N;;FX;OTB;LHP;NK;GN;;;6.63;6.53;4.01;0.00;0.00;15.00;0.00;3;2005-03-22;MFL;;;PA;1988-01-01
GBR;GBR000C18328;;MOD;2019-12-12;2020-12-30;C18328;MN204;JAWS;MN;Maldon;;N;Y;N;N;;N;;FX;GND;FPO;NK;LL;;;5.36;5.36;0.76;0.00;0.00;18.65;0.00;2;2004-12-31;MFL;;;PA;1959-01-01
GBR;GBR000C18329;8996396;MOD;2020-07-28;2020-12-15;C18329;SN261;DAYAGELLE;SN;North Shields;MGQK3;Y;Y;Y;Y;;N;235008380;FX;FPO;NK;LL;;;;16.95;16.15;105.00;0.00;0.00;272.00;0.00;2;2005-03-21;MFL;;;PA;2004-01-01
GBR;GBR000C18333;;MOD;2008-07-22;2020-12-30;C18333;PD342;ASHLYN;PD;Peterhead;;N;Y;N;;;;;FX;FPO;NO;;;;;4.70;0.00;0.51;0.00;0.00;7.38;0.00;3;2005-03-22;MFL;;;;1973-01-01
GBR;GBR000C18335;;MOD;2019-10-31;2020-12-30;C18335;LH12;SEA SPRAY;LH;Leith;;N;Y;N;N;;N;;FX;FPO;NK;;;;;5.72;5.72;0.97;0.00;0.00;37.30;0.00;3;2005-01-07;MFL;;;PA;2002-01-01
GBR;GBR000C18336;;MOD;2019-09-25;2020-11-04;C18336;CK2;ROSIE JAYNE;CK;Colchester;;N;Y;N;N;;N;;FX;GTR;NK;;;;;5.22;5.22;0.74;0.00;0.00;11.00;0.00;3;2004-12-03;MFL;;;PA;1980-01-01
GBR;GBR000C18338;;MOD;2019-07-11;2020-12-30;C18338;BRD31;SILVER V;BRD;Broadford;;N;Y;N;N;;N;;FX;FPO;FPO;;;;;9.98;9.98;4.26;0.00;0.00;139.00;0.00;3;2004-12-15;MFL;;;PA;2004-01-01
GBR;GBR000C18340;9314040;MOD;2020-07-16;2020-12-22;C18340;BF601;ZEPHYR;BF;Banff;MGUE7;Y;Y;Y;Y;;N;;FX;OTB;NK;;;;;18.60;17.70;163.00;0.00;0.00;492.00;0.00;2;2005-03-18;MFL;;;PA;2005-01-01
GBR;GBR000C18341;;MOD;2019-08-22;2020-12-30;C18341;LK119;MAREEL;LK;Lerwick;;N;Y;N;N;;N;;LL;FPO;FPO;OTB;GN;;;9.80;9.80;5.63;0.00;0.00;164.65;0.00;3;2005-01-06;MFL;;;PA;2004-01-01
GBR;GBR000C18343;;MOD;2018-12-07;2020-08-18;C18343;CN5;DEFIANCE IV;CN;Campbeltown;;N;Y;N;N;;N;;FX;FPO;NK;;;;;5.62;5.62;0.97;0.00;0.00;6.70;0.00;3;2005-04-20;MFL;;;PA;1985-01-01
GBR;GBR000C18344;;MOD;2020-01-07;2020-12-30;C18344;CK942;MARNIE;CK;Colchester;;N;Y;N;N;;N;;FX;GTR;NK;;;;;4.61;4.61;0.68;0.00;0.00;4.47;0.00;3;2005-05-12;MFL;;;PA;1994-01-01
GBR;GBR000C18348;;MOD;2017-10-24;2020-12-07;C18348;SY50;SCALPAY ISLE II;SY;Stornoway;;N;Y;N;;;;;FX;FPO;NO;;;;;7.30;0.00;5.20;0.00;0.00;35.50;0.00;3;2005-02-22;MFL;;;;2005-01-01
GBR;GBR000C18349;;MOD;2019-11-05;2020-12-30;C18349;LI547;SHANNON;LI;Littlehampton;;N;Y;N;N;;N;;FX;GN;LL;FPO;OTB;;;5.30;5.30;1.09;0.00;0.00;11.19;0.00;3;2005-04-14;MFL;;;PA;2004-01-01
GBR;GBR000C18350;7617010;MOD;2020-07-28;2020-08-11;C18350;FD19;GENESIS;FD;Fleetwood;MGGT9;Y;Y;Y;Y;;N;235008110;LL;LLS;GTR;NK;;;;35.70;31.34;298.00;0.00;0.00;492.00;294.00;2;2005-01-10;MFL;;;PA;1977-01-01
